ONS LA Code,Region/Local Authority,2018 Q3,2018 Q2,2018 Q1,2017 Q4,2017 Q3,2017 Q2,2017 Q1,2016 Q4,2016 Q3,2016 Q2,2016 Q1,2015 Q4,2015 Q3,2015 Q2,2015 Q1,2014 Q4,2014 Q3,2014 Q2,2014 Q1,2013 Q4,2013 Q3,2013 Q2,2013 Q1,2012 Q4,2012 Q3,2012 Q2,2012 Q1,2011 Q4
E07000041,      Exeter,464,578,526,601,374,298,274,169,169,119,106,79,74,262,253,44,39,41,24,19,17,19,16,20,20,21,18,20
E07000042,      Mid Devon,152,138,116,107,92,76,75,66,57,53,47,39,32,29,25,19,14,7,6,7,8,5,5,6,7,8,9,9
E07000043,      North Devon,196,186,170,157,149,141,120,111,106,86,79,69,62,52,47,37,32,27,24,23,23,20,19,17,13,11,12,8
E07000044,      South Hams,198,180,168,165,143,132,127,109,107,99,92,80,74,67,52,44,36,31,27,26,26,26,23,24,23,26,26,25
E07000045,      Teignbridge,305,278,250,218,200,175,158,136,123,116,104,88,78,70,54,53,51,37,29,26,24,24,25,25,27,32,34,33
E07000046,      Torridge,121,112,102,99,87,79,76,70,65,64,63,53,49,43,35,28,21,12,12,10,9,7,6,c,5,7,7,8
E07000047,      West Devon,84,75,70,68,65,60,55,48,42,39,37,31,29,22,18,12,13,13,11,10,8,8,8,8,9,8,8,7
E10000009,   Dorset,982,914,863,777,730,667,608,550,507,442,399,353,320,283,231,202,187,159,138,133,129,136,123,110,95,87,79,72
E07000048,      Christchurch,122,116,113,104,101,99,92,84,80,76,73,65,62,43,25,22,18,9,8,7,7,7,7,6,6,6,6,6
E07000049,      East Dorset,271,270,259,230,218,197,181,167,153,135,119,106,90,81,66,53,63,59,53,53,54,64,54,49,32,31,27,24
E07000050,      North Dorset,162,143,127,112,106,100,91,77,77,63,55,49,46,39,35,32,28,26,22,19,18,18,19,16,16,14,12,8
E07000051,      Purbeck,97,86,76,72,73,62,54,50,47,46,41,36,35,35,30,26,22,20,14,13,11,11,11,9,8,9,7,7
E07000052,      West Dorset,272,241,231,206,182,168,151,139,122,100,92,77,70,67,60,55,44,36,33,32,32,30,27,25,28,23,23,24
E07000053,      Weymouth and Portland,58,58,57,53,50,41,39,33,28,22,19,20,17,18,15,14,12,9,8,9,7,6,5,5,5,c,c,c
E10000013,   Gloucestershire,4943,3488,3489,3081,2760,2336,2013,1385,1266,1324,1805,1840,1769,1784,1915,686,415,242,193,173,163,160,160,156,154,153,155,157
E07000078,      Cheltenham,233,213,191,177,153,141,121,102,97,76,68,63,50,47,39,28,22,23,18,17,18,16,15,14,15,13,11,11
E07000079,      Cotswold,944,911,918,776,775,617,451,610,581,828,1098,1237,1271,1361,1552,383,178,65,37,26,24,27,34,35,34,35,42,48
E07000080,      Forest of Dean,184,165,153,132,116,110,97,77,65,61,55,47,42,35,29,24,18,11,13,11,9,10,11,10,10,10,9,9
E07000081,      Gloucester,2977,1649,1731,1551,1302,1099,1008,285,230,94,338,284,216,176,141,117,77,38,30,26,28,23,19,16,15,19,18,18
E07000082,      Stroud,369,339,298,263,242,217,192,178,166,150,139,115,106,92,81,64,57,49,40,39,35,36,33,32,32,31,29,28
E07000083,      Tewkesbury,235,211,197,181,172,152,144,133,127,115,107,94,84,73,73,70,63,56,55,54,49,48,48,49,48,45,46,43
,Local Authority District unknown 3,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E10000027,   Somerset,982,886,837,754,695,631,599,518,468,428,389,326,288,244,214,182,156,125,105,93,94,89,85,89,92,93,96,94
E07000187,      Mendip,227,202,184,168,141,123,106,92,85,77,65,53,44,38,34,30,22,16,11,10,9,11,11,13,12,9,8,9
E07000188,      Sedgemoor,180,166,160,144,124,112,112,96,88,81,75,58,52,43,36,27,25,20,16,13,13,12,10,10,10,11,10,10
E07000189,      South Somerset,318,284,271,233,220,208,202,186,167,163,146,129,117,104,89,80,71,58,52,43,43,42,43,43,45,49,53,52
E07000190,      Taunton Deane,207,189,183,169,169,154,144,117,103,86,83,68,60,44,42,34,29,23,20,21,24,22,19,21,23,21,22,21
E07000191,      West Somerset,50,45,39,40,41,34,35,27,25,21,20,18,15,15,13,11,9,8,6,6,5,c,c,c,c,c,c,c
,Local Authority District unknown 3,7,6,8,6,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5
W92000004,Wales,3791,3535,3275,2987,2805,2566,2413,2141,2012,1801,1654,1444,1308,1160,1009,827,690,551,475,435,416,399,378,362,366,350,343,328
W06000001,   Isle of Anglesey,93,90,82,72,78,75,74,69,64,56,54,51,44,36,35,27,20,17,9,9,6,5,5,5,5,c,5,c
W06000002,   Gwynedd,131,125,121,110,102,87,82,71,68,61,53,44,43,32,23,18,17,14,12,10,10,14,13,13,12,14,13,11
W06000003,   Conwy,135,126,125,111,107,96,91,81,79,72,68,63,54,47,41,33,23,17,16,13,14,12,10,7,10,10,8,9
W06000004,   Denbighshire,94,89,78,68,64,60,61,56,54,51,44,40,36,36,29,27,19,14,15,16,15,13,12,13,13,14,14,13
W06000005,   Flintshire,191,178,168,153,146,129,120,98,88,83,81,79,73,63,56,44,33,28,24,25,22,20,18,18,18,14,17,16
W06000006,   Wrexham,135,121,116,108,91,80,74,63,62,56,50,45,37,30,25,16,16,11,7,7,7,5,7,c,5,5,7,5
W06000023,   Powys,186,175,162,146,138,127,115,102,96,83,79,69,60,54,49,40,38,34,29,28,30,28,28,28,29,24,15,16
W06000008,   Ceredigion,66,53,53,51,46,48,41,35,33,28,24,17,17,16,17,16,12,10,9,7,5,7,7,6,6,7,7,7
W06000009,   Pembrokeshire,148,142,140,128,115,113,104,96,85,73,65,67,58,54,47,38,32,26,20,16,13,15,12,7,9,9,9,9
W06000010,   Carmarthenshire,229,209,205,188,186,169,166,140,141,139,129,106,92,87,76,55,48,39,30,28,28,25,23,21,21,16,15,14
W06000011,   Swansea,535,514,448,375,350,319,310,289,258,230,198,166,156,137,111,87,64,48,40,32,32,28,28,30,30,30,30,25
W06000012,   Neath Port Talbot,90,84,82,74,75,69,65,63,64,58,58,50,43,35,28,21,18,11,9,6,c,c,c,c,c,c,c,c
W06000013,   Bridgend,266,240,222,205,198,178,170,136,130,108,93,68,57,52,31,28,18,11,8,5,5,6,6,6,5,c,6,c
W06000014,   The Vale of Glamorgan,235,208,189,190,166,141,128,119,114,97,85,75,67,57,45,36,33,28,26,25,27,25,24,23,24,22,24,23
W06000015,   Cardiff,501,464,418,395,361,352,319,286,259,245,238,209,197,184,183,172,159,135,127,126,123,120,118,116,116,117,115,114
W06000016,   Rhondda Cynon Taf,154,149,145,130,125,117,108,97,92,76,68,60,58,51,42,36,32,27,22,18,20,20,18,17,15,14,12,14
W06000024,   Merthyr Tydfil,29,27,21,17,17,13,10,11,10,8,8,8,6,6,7,7,6,c,5,c,c,c,c,c,c,c,c,c
W06000018,   Caerphilly,109,100,92,91,92,84,82,78,74,61,57,52,48,37,35,27,19,13,12,11,8,7,c,8,7,7,8,8
W06000019,   Blaenau Gwent,27,24,22,18,16,13,14,12,13,11,11,9,9,7,5,c,c,c,c,c,c,c,c,0,c,c,0,0
W06000020,   Torfaen,69,68,63,60,52,45,47,42,42,38,38,29,29,24,21,17,12,10,5,5,6,8,7,5,5,5,c,6
W06000021,   Monmouthshire,202,191,184,166,150,137,121,95,90,79,73,68,60,54,49,36,28,19,14,11,9,9,8,8,7,5,5,c
W06000022,   Newport,160,153,131,122,121,106,102,93,87,80,71,59,54,50,43,31,29,23,23,20,16,12,13,12,13,15,14,13
,Local Authority unknown 3,6,5,8,9,9,8,9,9,9,8,9,10,10,11,11,11,11,10,11,11,11,11,11,11,11,9,10,10
S92000003,Scotland,10360,9315,8404,7506,6895,6082,5503,4856,4491,4015,3646,3160,2778,2493,2180,1784,1512,1220,1047,909,857,800,729,697,653,599,533,495
S12000033,   Aberdeen City,376,367,349,323,296,268,254,236,220,198,179,159,140,119,102,80,61,44,35,36,31,26,24,23,23,20,21,20
S12000034,   Aberdeenshire,544,512,469,428,394,352,314,276,253,232,209,186,156,134,111,89,74,56,43,39,36,37,34,31,29,29,27,24
S12000041,   Angus,220,185,159,138,133,115,102,94,83,76,75,68,65,59,47,39,28,22,20,19,16,15,12,8,8,7,5,5
S12000035,   Argyll and Bute,146,130,125,112,89,84,80,68,67,61,57,48,42,34,26,26,25,20,17,14,14,13,13,12,11,8,7,7
S12000005,   Clackmannanshire,72,69,63,59,58,54,47,45,36,29,21,19,17,14,13,11,9,8,8,7,6,6,6,6,6,c,c,c
S12000006,   Dumfries and Galloway,157,149,144,128,115,101,92,81,77,69,65,57,54,47,39,29,25,15,11,10,10,8,8,9,10,12,10,7
S12000042,   Dundee City,358,335,311,284,279,254,241,224,215,196,191,176,161,157,152,144,139,125,91,92,92,89,85,83,73,61,59,54
S12000008,   East Ayrshire,132,112,110,99,91,89,79,65,56,52,47,37,33,28,24,20,18,13,9,10,8,6,6,6,6,8,8,7
S12000045,   East Dunbartonshire,163,154,140,111,96,86,76,65,63,53,42,37,37,33,32,25,23,17,13,10,10,9,7,6,5,7,c,c
S12000010,   East Lothian,210,191,174,160,143,119,110,95,87,85,81,61,55,46,36,26,23,16,14,12,10,10,11,9,10,11,10,10
S12000011,   East Renfrewshire,215,177,174,157,157,137,115,97,85,81,67,49,45,32,29,23,16,14,10,7,6,5,5,c,c,c,c,5
S12000036,   Edinburgh City,873,793,715,666,589,524,443,390,350,305,273,235,204,183,165,132,121,95,91,75,76,68,62,61,57,44,37,39
S12000013,   Eilean Siar ,24,21,23,19,20,20,18,16,16,15,13,12,10,8,8,7,6,c,c,c,c,c,c,c,c,c,c,c
S12000014,   Falkirk,167,152,146,126,119,108,101,84,80,70,63,56,46,41,34,27,22,21,19,17,15,13,12,12,9,9,8,c
S12000047,   Fife,591,544,509,460,443,401,373,339,308,272,253,205,184,158,131,119,100,77,67,59,57,57,53,53,45,44,35,33
S12000046,   Glasgow City,549,497,451,412,385,365,333,313,296,280,453,455,389,373,338,257,210,181,167,129,131,125,109,110,96,84,78,79
S12000017,   Highland,291,252,232,204,190,171,156,145,140,113,103,95,77,69,66,50,49,43,39,33,33,29,26,23,23,23,18,17
S12000018,   Inverclyde,68,64,58,53,47,38,35,37,31,28,24,20,20,16,17,15,13,10,10,9,7,7,7,6,7,7,6,6
S12000019,   Midlothian,156,138,133,118,112,98,94,77,76,64,64,64,51,51,39,36,32,24,17,15,13,10,8,6,6,5,c,c
S12000020,   Moray,96,90,74,66,62,54,44,44,44,42,38,38,34,36,37,34,30,30,30,29,28,28,29,28,27,29,24,21
S12000021,   North Ayrshire,128,119,104,92,91,84,86,79,75,73,72,61,57,50,43,34,25,16,15,13,9,12,8,8,7,6,5,5
S12000044,   North Lanarkshire,286,261,240,228,219,208,206,190,175,154,150,128,113,114,94,77,59,46,44,37,35,34,29,24,23,25,26,24
S12000023,   Orkney Islands,217,200,187,174,161,142,123,111,101,91,85,75,70,64,56,47,39,30,24,11,10,c,c,c,c,c,c,c
S12000048,   Perth and Kinross,341,307,290,254,239,209,184,156,153,130,109,94,77,67,61,46,43,32,27,24,24,21,19,17,18,18,15,7
S12000038,   Renfrewshire,1857,1632,1344,1108,973,751,664,549,507,432,140,127,114,101,80,71,59,60,53,51,46,45,42,40,41,37,36,33
S12000026,   Scottish Borders,241,214,202,183,161,141,139,125,122,115,100,89,80,74,71,62,57,46,41,40,36,31,28,28,26,20,18,18
S12000027,   Shetland Islands,46,44,43,39,38,37,34,28,25,22,25,18,17,13,11,9,7,6,5,5,5,5,6,6,5,5,c,c
S12000028,   South Ayrshire,146,127,111,104,91,85,88,78,80,79,79,59,55,46,47,39,35,28,24,20,16,15,13,11,10,6,5,5
S12000029,   South Lanarkshire,417,358,354,337,325,309,277,250,236,216,201,188,170,143,128,97,81,54,50,42,38,34,29,31,27,28,27,26
S12000030,   Stirling,916,806,678,607,549,468,404,322,272,230,190,133,105,95,74,55,37,33,27,24,19,18,16,13,13,11,8,c
S12000039,   West Dunbartonshire,84,77,70,56,52,52,49,43,43,40,24,23,21,17,12,11,9,9,6,c,c,c,c,5,6,7,6,5
S12000040,   West Lothian,267,232,215,195,174,153,137,128,113,106,94,83,74,66,52,42,32,21,12,9,10,10,7,7,7,8,7,7
,Local Authority unknown 3,6,6,7,6,c,5,5,6,6,6,59,5,5,5,5,5,5,c,c,c,c,c,c,c,8,7,7,7
N92000002,Northern Ireland,2433,2286,2100,1933,1765,1621,1506,1347,1228,1085,993,839,746,662,568,457,392,302,294,257,230,208,173,164,148,121,104,99
N09000001,   Antrim and Newtownabbey,305,298,261,247,229,211,211,180,172,152,146,126,109,97,85,63,47,34,29,25,21,19,18,15,12,9,12,13
N09000011,   Ards and North Down,206,190,167,157,130,117,114,101,93,83,77,65,62,52,40,28,22,19,20,18,17,14,13,14,13,11,9,10
N09000002,"   Armagh City, Banbridge and Craigavon",203,190,185,172,162,149,134,131,123,110,104,81,67,54,47,36,31,24,28,24,24,21,15,14,9,11,10,10
N09000003,   Belfast,820,771,704,645,570,512,464,411,339,282,245,192,152,132,127,108,98,72,72,66,61,55,48,47,45,38,29,27
N09000004,   Causeway Coast and Glens,120,115,107,93,85,84,77,66,61,60,55,50,46,43,41,37,32,25,19,17,14,13,12,11,10,6,5,5
N09000005,   Derry City and Strabane,86,79,76,72,72,63,59,60,61,54,56,55,51,49,41,36,31,24,18,15,11,11,7,9,9,6,5,c
N09000006,   Fermanagh and Omagh,66,68,59,57,56,54,52,48,45,45,47,36,35,33,31,24,23,18,17,16,16,15,15,13,11,8,5,c
N09000007,   Lisburn and Castlereagh,207,187,176,168,158,144,127,105,95,80,70,61,59,53,44,36,28,18,23,19,18,18,14,12,11,10,9,9
N09000008,   Mid and East Antrim,137,125,116,106,96,91,83,77,80,73,67,64,57,54,43,29,28,25,28,23,17,16,13,12,13,8,5,c
N09000009,   Mid Ulster,109,97,94,72,73,72,73,69,67,56,47,36,38,32,24,20,19,14,11,10,9,8,8,7,6,6,7,7
N09000010,"   Newry, Mourne and Down",118,114,105,98,90,88,78,69,66,60,54,49,47,44,39,36,30,26,25,20,18,14,8,8,8,7,7,6
,Local Authority unknown 3,56,52,50,46,44,36,34,30,26,30,25,24,23,19,6,c,c,c,c,c,c,c,c,c,c,c,c,c
,Vehicle under disposal,3469,2914,3182,2437,2573,1944,1753,1511,1367,908,885,767,999,684,653,464,593,643,540,492,493,595,520,558,369,480,402,272
,Region/Country unknown 3,31,33,29,30,26,26,25,24,25,25,26,25,23,24,24,24,24,24,23,21,21,21,23,23,23,23,23,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c. Value has been suppressed to avoid disclosing personal information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Department for Transport uses the term 'ultra-low emission vehicles' to refer to vehicles with significantly lower levels of tailpipe emissions than conventional vehicles. In practice, the term currently refers to electric, plug-in hybrid and hydrogen fuel-cell vehicles. For the purposes of this indicator, all vehicles with fully electric power, and cars and vans with tail-pipe emissions below 75 g/km of CO2 have been included.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Vehicles are allocated to a local authority according to the postcode of the registered keeper. This is the keeper's address for privately owned vehicles or the company's registered address for company owned vehicles. Significant changes in the number of vehicles from year to year can often occur when a companies with a large number of vehicles change their registered address. The address does not necessarily reflect where the vehicle is kept.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Refers to vehicles where the geographical location cannot be allocated due to the postcode being incomplete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telephone: 020 7944 3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vehicles.stats@dft.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes & definitions: https://www.gov.uk/government/publications/vehicles-statistics-guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: DVLA/DfT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last updated: 13 December 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next update: April 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
